"","G3R3","G1R2","G1R3","G1R4","G3R1","G3R2","G1R1","G3R4"
"FBgn0001253",3609.4847,5320.79544,4070.1538,4547.1094,11145.0065,16450.727,5274.5138,16977.4293
"FBgn0001254",58828.1,65638.4,47581.6,69026.3,65440,42580.1,67254.1,44827.7
"FBgn0001255",460.92,501.786,459.192,370.002,472.021,1412.48,551.336,1802.48
"FBgn0001256",5093.5285,2026.2133,3552.466,738.8357,11834.251,27001.296,6260.872,44596.869
"FBgn0001257",6145.5032,4650.7661,4497.0532,4091.82,4511.8383,9845.1372,4782.0081,3501.7463
"FBgn0001258",2997.2405,1040.4559,660.5018,1038.44978,1297.94689,6817.2784,822.5633,2140.313
"FBgn0001259",559.988,708.889,444.537,488.387,799.349,563.131,480.125,379.028
"FBgn0001263",67.0967,270.1935,168.0515,902.4144,64,105.0017,156.0018,119.002
"FBgn0001269",948.127,981,802.6826,710.1228,924.042,633.563,1005.2773,730.9773
"FBgn0001276",294.013,335,218.199,292.018,331.695,289.11,235.525,254.129
"FBgn0001280",1294.064,1822.858,1363.996,1865.746,1591.552,977.528,1286.195,1478.967
"FBgn0001281",1392.11,2282.13,1396.03,2459.39,1687.96,275.81,845.272,1717.89
"FBgn0001285",10,5.28991,8.1031,3.25226,5.26285,9.43213,5.27302,6.14922
"FBgn0001291",1483.097,1783.172,1526.75,2209.11,1704.389,1666.461,2084.349,1924.336
"FBgn0001296",1015.598,2471.62,1648.338,1646.655,1342.094,2276.254,2244.011,3123.3
"FBgn0001297",2033.2744,2644.2309,2720.8554,5373.7107,2553.47659,3457.0526,4980.9491,3875.277
"FBgn0001301",3066.78,3506.24,2687.08,2663.94,2961.96,2982.16,2622.26,2750.32
"FBgn0001308",5094.01,6717.74,5668.48,5960.01,6764.09,6570.7,6191.68,6268.81
"FBgn0001311",13062.54,11679.9065,12238.3403,10696.46,9669.3389,19166.55,14492.8237,10955.66
"FBgn0001313",170.019,306.004,170.002,296.01,271.001,45,124,235.005
"FBgn0001316",11124.3480019749,14397.205945603,12635.054,11715.8000173488,15490.929003763,14882.6855722933,13612.437,12968.0393941862
"FBgn0001319",329.1569,393.1221,305.1063,239.0555,356.0023,367.0004,374.9996,360.059
"FBgn0001320",533.01415,784.1066,410.5278,544.2313,724.938,514.3486,463.8524,537.3956
"FBgn0001321",2823.15,2053.17,2437.12,1804.76,1566.6,3858.72,2723.35,2417.99
"FBgn0001323",609.5029,1143.857,719.671,901.21,1214.369,921.867,858,916.202
"FBgn0001324",2738.441,3109.111,2092.088,2434.673,2586.118,2466.91,2271.891,2264.81
"FBgn0001325",45,58,34.99995,58,57.0002,122.0198,51,194.0001
"FBgn0001330",303.9997,359.1839,289.0001,254.0667,367.0625,286.2627,258.013,296.1794
"FBgn0001341",466.041,727.902,512.754,434.642,571.753,393.465,443.42,471.594
"FBgn0001404",3191.052,3106.5028,2994.203,2664.0468,3266.038,4071.546,2957.87,3779.031
"FBgn0001491",714.445,780.107,681.212,799.722,638.68,593.521,559.336,674.787
"FBgn0001565",1531.208,1482.849,1271.5902,1306.316,1415.449,1792.486,1301.096,1177.336
"FBgn0001612",740.13,848.418,666.625,740.599,805.252,664.174,676.06,689.976
"FBgn0001624",4444.463594444,6004.1328242104,4643.56632684959,7016.7683389,5428.2429742206,5198.0727741054,4934.89175960562,4354.6610000325
"FBgn0001941",1317.9405,1374.1741,1118.1832,1159.4138,1265.9253,1493.3774,1237.6243,1429.2336
"FBgn0001942",44959.554,47335.176,40443.62,47031.143,48626.642,55807.567,43998.761,50138.715
"FBgn0001961",2988.3,3496.18,2622.516,3373.83,3553.1,3686.22,2909.57,4277.84
"FBgn0001965",1920.87,2214.67,1732.44,1884.53,1966.13,2268.38,1855.98,1809.93
"FBgn0001967",2692.74,3241.71,2878.23,2252.33,3112.16,2766.32,2993.32,2270.84
"FBgn0001970",755.736,1176.4,745.185,985.722,1210.16,560.084,708.42,774.418
"FBgn0001974",470.881,630.005,485,493.009,583.02,459.403,411.054,558.716
"FBgn0001977",1968.87,2312.71,1660.36,2163.16,1839.63,2114.86,1808.32,2449.88
"FBgn0001978",1935.4266,2882.3355,1980.302,2363.9007,2386.1202,2569.857,1941.793,2664.0248
"FBgn0001981",707.022,1111.27,561.109,573.277,1193.83,1068.95,554.129,1414.37
"FBgn0001983",15,12,10,4,16,29,2,52
"FBgn0001986",863.403,1126.49,711.101,818.143,966.157,714,696.163,836.194
"FBgn0001987",4823.65,6071.421,4707.469,6042.279,5165.566,4736.723,4940.239,5329.529
"FBgn0001989",697.83,1612.57,1127.982,1889.097,901,945.41,1011.0498,966.0919
"FBgn0001990",340.776,368.47,341.695,339.592,405.687,403.011,333.172,353.993
"FBgn0001991",750.365656234,1900.241,1382.59210131596,3767.469334746,1159.0484,1259.69628999921,1210.333900085,1588.3041
"FBgn0001992",714.735,4872.876,5179.669,131.486,2429.132,1754.363,2797.483,4949.656
"FBgn0001994",5336.58,6093.02,4477.74,4291.6,5408.82,5926.43,5527.63,4086.73
"FBgn0001995",482.904,1012.23,763.04,845.262,526.76,507.521,666.229,528.224
"FBgn0002021",720.107,1158.03,809.014,1111.89,844.345,639.642,683.767,815.682
"FBgn0002022",2331.78,2392.65,2007.26,2229.85,3052.85,2989.75,1927.21,3421.81
"FBgn0002023",276.500880174925,467.754,274.70976,403.1771,332.047127153016,198.0553,220.9401,367.517070193765
"FBgn0002031",2644.68934,5583.4171,3590.02,4123.6503,3511.652,2832.81,3134.1733,3298.55239
"FBgn0002036",1247.37,2209.89,1331.09,2453.07,1466.34,424.59,905.414,1406.83
"FBgn0002044",3027.371,3481.28100831965,2802.094,2977.714,3474.18,3858.459,2831.732,3102.854
"FBgn0002069",4492.553,4795.253,3919.169,4040.457,4989.4336,7059.599,4553.252,7387.373
"FBgn0002121",5465.2162,6210.2619335,4918.005798029,5359.23490044207,7112.35223837484,6401.1534254,6562.0655244638,5736.212677302
"FBgn0002174",1494.625,3370.237,1836.896,2953.296,1813.653,937.7261,1528.489,2029.19
"FBgn0002183",3581.6,3274.16,2679.84,2492.606,2731.641,3196.57,2873.34,2593.2
"FBgn0002283",695.714,912.9997,692.7429,788.019,785.8857,832.4922,676.3958,830.23
"FBgn0002284",2845.61,3400.81,2489.07,3324.27,3023.72,3276.31,2558.26,3929.79
"FBgn0002306",9325.40400094136,13714.37,12443.851,10296.85,10958.2370002275,9169.77700037071,13264.04,9151.445
"FBgn0002354",166,215,160,221,130.016,142,127.432,163.037
"FBgn0002413",3897.591,4901.218,3664.162,3761.329,4534.054,4150.91,3885.815,4050.979
"FBgn0002431",7110.37,8679.277,6389.49000007367,7177.137,8066.408,6441,6414.2,7327.06000172743
"FBgn0002440",11,19,39.99999,252.0101,16,12,12.99999,8.999996
"FBgn0002441",1614.58,1977.54,1482.76,1620.19,1870.45,1408.07,1387.17,1590.07
"FBgn0002466",2356.151,1710.32,1732.852,1281.231,1024.288,1671.736,1912.47,1043.561
"FBgn0002521",2389.007,2528.95,1994.812,2387.351,2272.28,2177.741,2129.765,2379.382
"FBgn0002522",71,82.0073,65,82,89,57.00002,62.0008,50.024
"FBgn0002524",924.473,930.901,809.1502,898.237,972.29,1205.529,1012.437,1378.525
"FBgn0002525",7333.6109,8808.688,6329.4883,7041.762,7463.4921,5747.712,7757.3404,6045.0942
"FBgn0002526",13832.5,22686.6,18237.8,24350.6,21608,20420.5,21726.8,20713.8
"FBgn0002531",469.5295,122.521,6.24233,10.4978,7.93934,12.84502,15.73114,49.99995
"FBgn0002533",252.0363,8.04251,9.75767,13.5022,1.06066,2.15503,2.26885,11
"FBgn0002534",45,32.00001,29.0878,23,51,40,37.0159,54.00002
"FBgn0002535",932.9793,79,109.99961,66.00002,146.99983,274.6057,85,317.3234
"FBgn0002542",1506.98,1439.06,1032.57,1242.64,1216.22,1075.58,978.69,1421.64
"FBgn0002543",5067.18,7468.8,5425.88,4837.46,7188.96,5476.8,5810.14,6194.86
"FBgn0002552",1204.93,1379.41,1020.48,1096.52,1175.78,1164.83,1106.01,1118.59
"FBgn0002561",2,1,4,1,3,2,4,7
"FBgn0002562",437.551,257.303,212.237,305.861,413.313,806.002,644.363,1510.38
"FBgn0002563",2941.9,2271.28,1564.71,1835.11,4170.9146,9274.58,5625.03,10013.8774
"FBgn0002564",32468,3765.89,4072.79,4653.43,27082.9,70398.8,3208.1,64400
"FBgn0002565",172360.45,72268.36,126479.12,76663.9,95723.18,169358.41,92258.61,160305.18
"FBgn0002566",1887.791,2214.338,1785.026,1880.3,2165.228,1846.7727,1849.264,1841.2364
"FBgn0002567",1894.43941,3334.6551,2491.1716,2989.9147,2312.503,2149.19494,2323.03882,2707.6196
"FBgn0002569",158.046,125,128,121,80.2538,164,152,48
"FBgn0002570",2.01823,11,1.01272,9,3.02512,4.05632,2.01352,11.0635
"FBgn0002571",6,11,6,21,1,7,4,2
"FBgn0002573",192.002,126.106,147,140,133.253,123,114,155.08
"FBgn0002576",98.0012,113.03559634,82,70,120,87.0356,85,105
"FBgn0002577",3637.34,3347.33,3374.45,629.261,8993.12,12083.3,3550.84,5501.04
"FBgn0002578",64,25.99996,16.00679,41.00953,17.01078,55.0431,24.0087,43.1585
"FBgn0002579",19013.262,20576.515,17157.667,20946.86,18675.127,22481.433,18922.199,18443.568
"FBgn0002590",22900.783,28503.4064,21649.1349,26582.6628,25570.0954,28457.2907,24225.4002,25181.7308
"FBgn0002592",366.034,428,326.089,465.99,685.764,530.659,427.991,534.118
"FBgn0002593",14589.189,19546.793,14418.235,16736.018,14845.038,19673.455,14734.555,18092.642
"FBgn0002607",22876.497,28896.156,22325.62,26507.086,25613.902,29516.186,23969.121,26058.438
"FBgn0002609",690.218,750.392,536.662,767.13,718.414,639,829.724,641.085
"FBgn0002622",24385.97,29216.66,23046.76,29028.26,25677.01,29949.92,26142.51,26651.79
"FBgn0002626",15730.3671,19100.5849,15111.3413,18323.6561,17158.6105,19395.0324,16170.3109,16680.9207
"FBgn0002629",128,49,47,21,198,226.424,85.0311,237
"FBgn0002631",14,9,8,5,16,12,13,11
"FBgn0002632",504,290.378,234.343,155,202,355.003,307,148
"FBgn0002633",376.3,305,174,219.017,400,303.105,284.797,351.005
"FBgn0002638",2071.997,2098.814,1622.901,1728.772,1581.055,1527.6062,1688.654,1655.522
"FBgn0002641",319.0001,345.0502,261.0002,272.0029,296.361,378.2917,277,329.0001
"FBgn0002643",6674.01,7785.874,6055.365,5843.458,7969.673,9418.005,6647.297,6198.625
"FBgn0002645",9859.32,11999.4,9162.11,8993.318,12831.83,10675.41,10193.95,9679.51
"FBgn0002673",920.92660230287,1337.681546527,766.8173689,1285.8894,1005.1758,275.3171,585.3889,1113.5310171298
"FBgn0002707",400.0013,475.4843,389.0004,304.0404,413.0879,392.156,389.4392,366.0151
"FBgn0002709",2096.8407,3219.594,1874.9417,2981.2156,2468.1987,712.767,1368.2797,2781.9074
"FBgn0002715",643.532,958.34,538.597,866.878,690.783,309.717,418.144,688.325
"FBgn0002716",51.9801,52.2838,40.6929,40.4315,50.7072,47.8044,51.2516,62.9647
"FBgn0002719",11360.883,10990.762,8977.5072,9316.328,10338.6866,9834.1553,7637.698,8091.7744
"FBgn0002723",605.3,640.243,504.418,500.447,726.55,602.4156,537.106,503.224
"FBgn0002732",816.851,499.265,521.168,595.288,674.689,994.643,1043.48,854.385
"FBgn0002733",1238.35,1222.01,1220.57,1979.89,1500.97,1330.34,1777.68,1254.71
"FBgn0002734",319.894,196.986,122,136,165.025,184.008,240,144
"FBgn0002735",68.2249,51,54.0461,37.2973,77,53,54,93.0006
"FBgn0002736",1149.24,1150.18,1012,1029.58,979.659,1102.17,1041.37,952.853
"FBgn0002772",3328.313,15737.181,11300.254,44838.48,5549.722,4952.008,7473.288,4423.324
"FBgn0002773",9823.28,62294.3,42297.8,146467,14766,15751.8,27790.3,14771.4
"FBgn0002774",2507.692,3202.27,2360.721,2719.864,2926.11,2289.802,2280.349,2308.948
"FBgn0002775",494.751,656.24,388.399,517.303,571.053,416.017,472.391,503.424
"FBgn0002778",603.535,1161.857,684.128,732.085,1017.013834,978.201,844.06100005537,1026.172
"FBgn0002780",3824.12592,4558.22,3851.23885,3460.2906,4807.3357,4626.4675,3941.3428,4152.7746
"FBgn0002781",6616.04172,7486.3121,5765.98287,5762.4324,6589.5378,7127.9178,6930.1627,5015.57639
"FBgn0002783",4284.76,4611.87,3544.322,3430.724,4107.661,3735.4,4093.395,3547.37
"FBgn0002787",4076.8834,4634.9148,3591.7683,4040.3655,4579.2658,4735.162,3595.4468,5692.8813
"FBgn0002789",1273.65000053261,357.195,429.4479,3875.771,222.99982,493.397,478.0203,582.7353
"FBgn0002791",982.534,1087.73,783.228,988,940.992,738.355,767.727,943.36
"FBgn0002838",103.19,135.833,69.4034,128.935,92.158,27.0754,47.2263,124.504
"FBgn0002842",149.002,251.009,139,227,172,56,89.8376,250.187
"FBgn0002855",1,2.27954,1,4,2,0,1,0
"FBgn0002856",0,1.72046,0,2,1,0,0,0
"FBgn0002862",3239.0713,5503.3103,3171.4663,6258.5155,3316.4936,704.956,1978.10791,3561.5057
"FBgn0002863",33.7261,35.806,27.8047,41.7253,32.4216,4.9294,26.5588,49.1214
"FBgn0002865",6388.29,12296.1,6452.66,13021.9,8045.56,1112.32,4397.25,8012.45
"FBgn0002868",3790.274,2803.724,2496.6501,3588.705,2067.6751,3232.614,3155.6254,2171.8183
"FBgn0002869",4685.43398,5781.1942,5079.481,7022.9706,3780.05726,4800.3388,4749.9891,2846.4054
"FBgn0002872",625.2937,624.2504,449.3732,468.4722,478.5684,590.45,477.9995,509.472
"FBgn0002873",4762.8763,5771.0022,3957.1009,5405.285,4209.73,1968.857,2930.3213,4709.515
"FBgn0002878",437.419,482.181,295.03,329.141,389,292.036,278.194,366.114
"FBgn0002887",554.0307,772.757,493.001,536.412,580,366.096,392.29,577.249
"FBgn0002891",324.615,308.868,268.477,285.481,273.482,223.371,245.725,250.825
"FBgn0002899",218.417,229.643,191.26,168.328,181.496,161.393,191.476,160.49
"FBgn0002901",344,391,247,314,442.457,241,236.182,381
"FBgn0002905",442.191,511.391,379.736,374.627,418.193,386.985,350.088,403.786
"FBgn0002906",850.238,981.577,794.79,807.564,638.74,321.814,501.369,844.937
"FBgn0002909",515.9143,658.0173,458.921,521.6023,522.7571,323.4662,417.4229,539.8139
"FBgn0002914",3330.3128,3771.259,2992.6429,3285.984,3317.542,2818.1476,3058.1152,3110.1652
"FBgn0002917",683.571,1001.099,701.49,936.097,793.961,604.181,727.142,595.102
"FBgn0002921",20300.19,31126.8693,24154.0138,39419.1457,25368.507,22726.5041,24617.9938,20153.8525
"FBgn0002922",46.6283,111.563,85.567,96.5073,121.1788,91.58889,69.106,65.26397
"FBgn0002924",1332.0699,1134.532,1003.507,913.8742,687.3524,1022.0823,1073.737,679.5865
"FBgn0002926",19,24.0295,7,93.015,26,13,14,29
"FBgn0002930",1867.02,1466.11,1300.4,1396.25,1757.11,1822.03,1537.42,1517.69
"FBgn0002931",286,419,277.516,320.5116,301.005,185.0004,301,294.3442
"FBgn0002932",2184.45387457218,3365.64900532217,2443.2811732,2406.07629133963,3059.3652356168,1948.53067,2575.447551,2206.66111993405
"FBgn0002933",0,0,0,0,0,0,0,0
"FBgn0002936",11.2429,46.343,27.1058,351.902,24.7444,5.1675,29.116,20.5747
"FBgn0002937",47.1078,92.3403,66.1312,293.206,30.0782,25.1395,40.0501,29.0195
"FBgn0002938",462.0055,2439.8845,1847.7557,8052.249,522.8882,660.6845,1235.6,861.5383
"FBgn0002939",71,1153.82000081573,824.0872,1444.4718,231.1925,739.2447,846.72210301,128.1097
"FBgn0002940",4,8,5,1969.01,4,9,5,10
"FBgn0002941",52,80,63,77,85,69,55,71.0404
"FBgn0002945",3129.805,4117.071,2757.821,2966.2740496153,3743.666,4176.474,3650.891,3620.313
"FBgn0002948",993.124,1506.394,2208.671,3042.181,2423.47,2530.156,2955.0612,3254.533
"FBgn0002962",25.484,52.9188,28.7161,37.8918,45.2372,24.5616,26.5921,40.6833
"FBgn0002973",3617.627,5126.967,3425.914,4063.521,4632.017,3712.557,3661.242,4085.449
"FBgn0002985",375.709,376.655,232.42,218.888,404.82,315.363,255.71,333.301
"FBgn0002989",235.575,308.422,250.209,242.849,251.638,304.594,258.171,235.181
"FBgn0003002",313.134,397.052,262.264,226,395.1,307.017,325.111,313.575
"FBgn0003008",479.66,555.306,436.811,553.554,589.681,532.853,473.661,656
"FBgn0003009",298.001,502.305,303,519.662,322,87,177,433.307
"FBgn0003011",19,19,24,24,10,32,38.0208,15
"FBgn0003015",9,11,5,4.00366,10,9,12.99614,5
"FBgn0003016",5861.601,7669.11423632,7002.263,8634.151,8344.36300084871,7738.85300003736,8885.822,8340.53400003652
"FBgn0003023",33.003319,43.002906,28,42.08973,37.4875,18.0568863,16.00001913,36.000016
"FBgn0003028",2768.272,4404.88600051999,2727.009,2591.83700076689,4777.8913374,2610.5313,3128.776403,2534.509
"FBgn0003034",0,1,0,0,0,0,0,0
"FBgn0003041",1564.5859,1186.1682,1204.5424,960.6567,1002.8527187546,1129.9291,1137.1347,820.24
"FBgn0003042",486.744,503.551,387.865,456.01,567.818,438.844,479.638,398.614
"FBgn0003044",1941.61,2224.608,1642.137,1724.82,1854.689,2106.835,1596.622,1652.416
"FBgn0003046",3734.9,146.284,218.34,554.894,106,575.263,180,519.999
"FBgn0003048",2612.08213369,2948.06142836,2418.763203476,2387.0239228708,2960.902958,3058.8011734,2433.3200541,3150.64084542534
"FBgn0003053",1135.299,1689.4,1066.478,1304.659,1407.099,1150.416,1081.449,1736.51
"FBgn0003057",0,1,2.000002,9,0,0,1,0
"FBgn0003060",0,1,0,0,1,0,2,5
"FBgn0003062",872.772,1338.94,913.395,1019.87,1076.13,884.283,906.161,1058.64
"FBgn0003065",14697.8,68667.6,42090.5,34531.2,25205.6,17978.7,29868.3,21222.8
"FBgn0003067",16564.7,12801.7,18193.8,13069.8,18249.5,33432.1,26135.3,26438.7
"FBgn0003068",179.4012,296.0167,291.876,314.042,223.4842,764.735,292.6507,223.9998
"FBgn0003071",3920.865,5700.848,3538.927,8455.152,4557.331,2995.879,2737.303,5414.637
"FBgn0003074",5530.977,9095.277,5956.031,9810.495,5272.332,10402.729,5035.034,6141.179
"FBgn0003076",2113.59,3274.17,2410.45,3931.19,2303.95,2261.98,2290.76,2057.97
"FBgn0003079",1101.4796,1103.198,831.0586,932.9275,1048.9597,906.2864,908.2749,759.4216
"FBgn0003082",189,171.0585,203,147.0432,124.5447,111.0141,149.1252,146.3854
"FBgn0003086",0,0,0,0,1,2,1,4
"FBgn0003087",339.9999,412.1342,252.0001,370.006,297.6846,153.0059,215.3256,332.9997
"FBgn0003089",993.39967,3132.8862,2537.3309,2327.2522,2221.6835,2313.2988,1989.0232,3173.5252
"FBgn0003090",2126.7741,3341.1875,2281.4668,2395.8629,2876.1377,2462.5407,3120.2958,2138.624
"FBgn0003091",278.0457,527.83854,378.1007,824.7413,381.0114,389.015,407.0004,374.1628
"FBgn0003093",2686.3168,3335.0705,2587.3307,3024.5674,3143.053,2585.5499,2770.8098,2409.3798
"FBgn0003114",4,0,3,4,2,2,3,3
"FBgn0003116",202.281,301.273,248.797,311.67,223.064,216.616,190.342,269.145
"FBgn0003117",753.0804,872.93411,626.3172,561.2316,820.2781,770.2364,697.10379,754.666
"FBgn0003118",1877.781,2391.427,1926.414,2156.586,2210.046,1709.91,2354.677,1568.52
"FBgn0003124",4389.95,4149.41,3244.566,3574.56,2757.12,2718.19,3176.372,3224.271
"FBgn0003129",341.949,408.575,370.871,308.034,378.028,404.469,399.266,319.796
"FBgn0003130",58,70.99999,33.99998,47.9999831,71,29,36,49
"FBgn0003132",675.677,1176.82,720.98,1402.32,863.56,144,452.882,865.232
"FBgn0003134",2153.096,2853.92,2157.241,2469.58,2756.01,2418.074,2167.15,2492.257
"FBgn0003137",5804.611,9990.79276963,8001.8066,14410.86,8039.16,7372.552896,9732.5,6390.6598201
"FBgn0003139",910.6609172,1027.286,815.094500153648,885.5495,907.70810065748,1059.041,854.05150527933,914.8765
"FBgn0003140",318.2669,481.012,248.5895,470.209,326.1587,48,181.9998,333.1228
"FBgn0003141",585.689,887.673,562,565.669,654.312,662.054,742.796,611.989
"FBgn0003145",38,65,35,59.99997,52.99998,22,22.99998,46
"FBgn0003149",2518.753088,10463.94763,6715.58168,32336.5201,5357.89,4608.69492,5468.1044,5986.00681
"FBgn0003159",2565.07841849,4096.6996,2918.61407,3785.609,3383.3409,2363.64332,2913.80953,3928.421
"FBgn0003162",408.99974,790.47181,657.68838,7153.723,812.9217,579.0578,423.00009,695.2113
"FBgn0003165",6923.0755,9286.21,7061.311,6236.035,11453.5237,8021.9015,7059.916,8853.7521
"FBgn0003169",2288.042,2939.566,2252.955,2431.235,2916.145,2145.173,2392.83,2220.038
"FBgn0003174",3479.78,4202.16,2854.22,2504.24,7344.2,9286.16,4256.76,5830.05
"FBgn0003175",3575.363,3921.345,3179.332,3432.533,3742.685,3915.003,3480.822,4507.552
"FBgn0003187",2488.675,3475.1437,2391.476,2896.7815,3024.174,2040.1382,2383.6981,2643.6344
"FBgn0003189",2122.46381,2771.482,2262.589,2403.7761,2169.4951,1721.3294669,2146.66363,1811.2985
"FBgn0003204",2001.2469,2161.1172,1749.2949,2366.255178,1971.7901,2358.8066,1944.0499,2587.5232
"FBgn0003205",4211.91,4335.55,3826.47,3897.93,4282.64,4372.13,4260.61,3883.8
"FBgn0003206",1416.45,1606.04,1345.83,1627.31,1604.62,1650.28,1479.18,1498
"FBgn0003209",2177.647,2242.1843,1878.1414,1902.722,2191.143,2408.57,2029.7244,2571.7
"FBgn0003210",2144.1693,2549.123,1999.3332,2116.785,2421.1925,2206.6657,2059.9509,2239.189
"FBgn0003218",2357.05063,3185.5850380177,2280.4647317,3410.94570004643,2956.78614,1989.65682617,2155.6781,2433.64020001648
"FBgn0003227",138.50361,116.19,111.263,121.287,145.384,122.456,117.335,95.505
"FBgn0003231",6280.12,6297.91,8389.72,10853.88,8142.67,15280.08,11544.39,8985.76
"FBgn0003248",0,9,4,10,1,0,0,3
"FBgn0003249",2,12,7,386.003,1,0,1,2
"FBgn0003250",61,85,46.0815,545.426,63,18.0562,27.0001,59
"FBgn0003254",195.196,424.5538,194.2262,381.642,307.2508,60.07,157.3243,395.3414
"FBgn0003255",358.763,251.748,255.643,766.096,676.268,656.92,226.052,714.722
"FBgn0003256",3228.9415,3717.2856,3327.0593,3105.741,3534.7594,3711.4204,3339.2004,3141.1061
"FBgn0003257",371.878,451.024,358.034,362.602,403.481,419.34,450.402,423.712
"FBgn0003261",20452.16873221,21400.456164,17225.824964,17671.1018753801,18660.23802048,22698.1299,18200.45618,16187.7697
"FBgn0003267",18.0428,11.0031,7.0351,18.0653,12,9,9,30.0865
"FBgn0003268",1198.23,859.02,824.021,746.324,633.108,881.044,741.004,587.025
"FBgn0003270",39,36,22,20,57,101.003,37.0008,71
"FBgn0003274",13093.5,16006.6,12643.8,15459,13072,15906.8,13493.2,14742.2
"FBgn0003275",777.317,1097.36,715.304,1003.11,828.668,568.794,648.28,788.644
"FBgn0003277",4212.32,4528.75,3244.09,3343.43,4382.27,4490.59,3812.7,3690.08
